cluster	gene	avg_logFC	pct.1	pct.2	p_val	p_val_adj	description
17	SNHG19	1.70370713297349	1	0.921	0	0	small nucleolar RNA host gene 19 [Source:HGNC Symbol;Acc:HGNC:49574]
17	AC010997.5	1.2699309455819	0.802	0.23	0	0	novel transcript
17	AC103591.3	1.14227369889243	0.778	0.257	0	0	novel transcript, antisense to DNAJB4
17	SNHG3	1.12348514892708	0.999	0.925	0	0	small nucleolar RNA host gene 3 [Source:HGNC Symbol;Acc:HGNC:10118]
17	SNHG4	1.01380480876649	0.869	0.38	0	0	small nucleolar RNA host gene 4 [Source:HGNC Symbol;Acc:HGNC:32964]
17	AC245014.3	0.874242525966199	0.615	0.083	0	0	novel transcript
17	AC132192.2	0.869765880362761	0.736	0.18	0	0	novel transcript, antisense to ZNF143
17	LINC01311	0.725746464633961	0.635	0.111	0	0	long intergenic non-protein coding RNA 1311 [Source:HGNC Symbol;Acc:HGNC:50503]
17	AC233280.1	0.692512877269056	0.612	0.098	0	0	novel transcript
17	CAPN10-DT	0.688893767116642	0.615	0.147	0	0	CAPN10 divergent transcript [Source:HGNC Symbol;Acc:HGNC:48839]
17	AL391121.1	0.687316525291746	0.565	0.125	0	0	novel transcript
17	AC073352.1	0.666471979592005	0.521	0.051	0	0	novel transcript
17	KMT2E-AS1	0.644615699782156	0.68	0.196	0	0	KMT2E antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40845]
17	AC010331.1	0.580063632795045	0.543	0.09	0	0	novel transcript, antisense to GLTSCR1
17	DDN-AS1	0.576284959267669	0.556	0.119	0	0	DDN and PRKAG1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53464]
17	AC099791.2	0.550134123244107	0.453	0.051	0	0	novel transcript
17	AJM1	0.526529852991541	0.502	0.093	0	0	apical junction component 1 homolog [Source:HGNC Symbol;Acc:HGNC:37284]
17	LINC01003	0.520123616039613	0.519	0.111	0	0	long intergenic non-protein coding RNA 1003 [Source:HGNC Symbol;Acc:HGNC:48957]
17	AC016773.1	0.517960971551936	0.453	0.065	0	0	novel transcript
17	ZKSCAN2-DT	0.490618570755407	0.49	0.099	0	0	ZKSCAN2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:53912]
17	AC008764.6	0.409604747298785	0.402	0.065	0	0	novel transcript
17	LINC01089	0.71499169075614	0.676	0.197	9.72682309256948e-305	2.29660020038658e-300	long intergenic non-protein coding RNA 1089 [Source:HGNC Symbol;Acc:HGNC:27886]
17	AC092171.4	0.423580735407117	0.442	0.081	1.58793047234982e-301	3.74926263826517e-297	novel transcript
17	AC073195.1	0.447082430380566	0.418	0.075	2.2752847100902e-299	5.37217472899398e-295	novel transcript
17	AC068205.2	0.471638857571959	0.473	0.097	1.98691776868694e-291	4.69131154364674e-287	novel transcript
17	C10orf95	0.554435001647397	0.546	0.134	2.00173202099862e-280	4.72628947477984e-276	chromosome 10 open reading frame 95 [Source:HGNC Symbol;Acc:HGNC:25880]
17	CSKMT	0.877076059343986	0.99	0.855	6.84752644455089e-280	1.61676946882291e-275	citrate synthase lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:33113]
17	AP001437.1	0.439604428241767	0.391	0.068	1.92363666211089e-277	4.54189852291002e-273	novel transcript, antisense to DYRK1A
17	AC015912.3	0.573914598294644	0.536	0.132	3.14264202041166e-276	7.42009207439398e-272	novel transcript
17	SNHG25	0.863522433446064	0.998	0.889	4.04412458373004e-271	9.54858255464499e-267	small nucleolar RNA host gene 25 [Source:HGNC Symbol;Acc:HGNC:51534]
17	AC253572.2	0.427337899569158	0.366	0.063	4.28941627846248e-271	1.01277407750778e-266	novel transcript
17	AC087239.1	0.562103396493813	0.521	0.125	7.53747348776341e-271	1.77967286519582e-266	novel transcript
