cluster	gene	avg_logFC	pct.1	pct.2	p_val	p_val_adj	description
5	CXCL1	1.43818888171136	0.801	0.507	0	0	C-X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:4602]
5	CXCL8	1.01959538729121	0.252	0.05	0	0	C-X-C motif chemokine ligand 8 [Source:HGNC Symbol;Acc:HGNC:6025]
5	CXCL2	0.620697917523275	0.339	0.098	0	0	C-X-C motif chemokine ligand 2 [Source:HGNC Symbol;Acc:HGNC:4603]
5	CLDN1	0.580675484336078	0.561	0.264	0	0	claudin 1 [Source:HGNC Symbol;Acc:HGNC:2032]
5	CXCL3	0.569810787462627	0.367	0.127	0	0	C-X-C motif chemokine ligand 3 [Source:HGNC Symbol;Acc:HGNC:4604]
5	CTH	0.467706831823465	0.326	0.09	0	0	cystathionine gamma-lyase [Source:HGNC Symbol;Acc:HGNC:2501]
5	DUSP10	0.44849841698183	0.506	0.209	0	0	dual specificity phosphatase 10 [Source:HGNC Symbol;Acc:HGNC:3065]
5	KPNA1	-0.429489395891055	0.734	0.957	0	0	karyopherin subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:6394]
5	RUVBL1	-0.446288102878694	0.953	0.993	0	0	RuvB like AAA ATPase 1 [Source:HGNC Symbol;Acc:HGNC:10474]
5	MLF1	-0.451833090631343	0.685	0.925	0	0	myeloid leukemia factor 1 [Source:HGNC Symbol;Acc:HGNC:7125]
5	NDUFB4	-0.459983943675977	0.992	1	0	0	NADH:ubiquinone oxidoreductase subunit B4 [Source:HGNC Symbol;Acc:HGNC:7699]
5	RYK	-0.479825630875125	0.817	0.972	0	0	receptor like tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:10481]
5	FAM162A	-0.552826829697485	0.899	0.98	0	0	family with sequence similarity 162 member A [Source:HGNC Symbol;Acc:HGNC:17865]
5	COX17	-0.556701780051672	0.973	0.998	0	0	cytochrome c oxidase copper chaperone COX17 [Source:HGNC Symbol;Acc:HGNC:2264]
5	CRABP2	-0.55880897936793	0.771	0.946	0	0	cellular retinoic acid binding protein 2 [Source:HGNC Symbol;Acc:HGNC:2339]
5	TNFSF9	0.529172137163754	0.578	0.31	7.16464844012432e-292	1.69164514319775e-287	TNF superfamily member 9 [Source:HGNC Symbol;Acc:HGNC:11939]
5	H1FX	-0.436120269992098	0.908	0.991	9.03778551268291e-292	2.13391153739956e-287	H1 histone family member X [Source:HGNC Symbol;Acc:HGNC:4722]
5	UCA1	0.726919944114119	0.739	0.521	2.98513435807115e-274	7.04820073284179e-270	urothelial cancer associated 1 [Source:HGNC Symbol;Acc:HGNC:37126]
5	RHOBTB3	0.564892033141073	0.98	0.967	5.33673899253229e-274	1.2600574435268e-269	Rho related BTB domain containing 3 [Source:HGNC Symbol;Acc:HGNC:18757]
5	TFDP2	-0.470799520082322	0.583	0.823	9.4147487431682e-262	2.22291632574944e-257	transcription factor Dp-2 [Source:HGNC Symbol;Acc:HGNC:11751]
5	CD70	0.581613583970748	0.554	0.311	1.40272284920337e-234	3.31196891925409e-230	CD70 molecule [Source:HGNC Symbol;Acc:HGNC:11937]
5	CDK6	0.442274783814509	0.79	0.623	8.57189064153748e-233	2.02390909937341e-228	cyclin dependent kinase 6 [Source:HGNC Symbol;Acc:HGNC:1777]
5	PLAU	0.472900033418161	0.439	0.203	1.90062283153767e-230	4.4875605675436e-226	plasminogen activator, urokinase [Source:HGNC Symbol;Acc:HGNC:9052]
5	ALCAM	0.417192458382833	0.595	0.351	1.80975687666376e-216	4.2730169614908e-212	activated leukocyte cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:400]
5	PMEPA1	0.442475176284176	0.66	0.437	3.13785783891614e-201	7.4087961434649e-197	prostate transmembrane protein, androgen induced 1 [Source:HGNC Symbol;Acc:HGNC:14107]
5	CA2	0.696897666522624	0.405	0.199	1.96788766793941e-173	4.64637957277173e-169	carbonic anhydrase 2 [Source:HGNC Symbol;Acc:HGNC:1373]
5	IGFL2-AS1	0.55203702700594	0.721	0.582	5.97774952120965e-168	1.41140643945281e-163	IGFL2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:52559]
5	HLTF	-0.418998811963148	0.648	0.797	2.14434036323371e-137	5.06300203163112e-133	helicase like transcription factor [Source:HGNC Symbol;Acc:HGNC:11099]
5	FHL2	0.446309921292943	0.703	0.557	5.04473950209239e-126	1.19111344383903e-121	four and a half LIM domains 2 [Source:HGNC Symbol;Acc:HGNC:3703]
5	IGFBP3	0.443595200106053	0.865	0.804	7.76565516698976e-126	1.83354884147795e-121	insulin like growth factor binding protein 3 [Source:HGNC Symbol;Acc:HGNC:5472]
5	CTSB	0.508166706884742	0.944	0.94	2.78185540629558e-100	6.5682387998045e-96	cathepsin B [Source:HGNC Symbol;Acc:HGNC:2527]
5	RND3	0.406951355148869	0.895	0.866	2.04789483797553e-97	4.83528450194402e-93	Rho family GTPase 3 [Source:HGNC Symbol;Acc:HGNC:671]
5	TXNIP	0.560342715388558	0.844	0.782	7.67583082426356e-95	1.81234041591687e-90	thioredoxin interacting protein [Source:HGNC Symbol;Acc:HGNC:16952]
5	IER3	0.632528755731315	0.811	0.761	2.40148616435197e-71	5.67014898265144e-67	immediate early response 3 [Source:HGNC Symbol;Acc:HGNC:5392]
5	IL6	0.593458921655193	0.512	0.414	1.76838040256452e-70	4.17532296849508e-66	interleukin 6 [Source:HGNC Symbol;Acc:HGNC:6018]
5	KLF10	0.560595190302382	0.67	0.589	9.943961963164e-58	2.34786885912265e-53	Kruppel like factor 10 [Source:HGNC Symbol;Acc:HGNC:11810]
5	FLG	0.599332733826849	0.479	0.406	4.26524160598499e-36	1.00706619558912e-31	filaggrin [Source:HGNC Symbol;Acc:HGNC:3748]
5	TNF	0.482227653081733	0.307	0.247	5.77064360392699e-24	1.3625066613232e-19	tumor necrosis factor [Source:HGNC Symbol;Acc:HGNC:11892]
5	PLCG2	-1.11102993522469	0.482	0.533	1.09195192997331e-20	2.57820770185997e-16	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]
5	ATF3	0.441219846383511	0.48	0.449	4.24508547703827e-20	1.00230713198351e-15	activating transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:785]
5	ADM	0.480711243621455	0.419	0.393	1.36283398870871e-12	3.21778733074014e-08	adrenomedullin [Source:HGNC Symbol;Acc:HGNC:259]
5	EFNA1	0.50322762295305	0.732	0.702	1.12345059741622e-10	2.65257920555943e-06	ephrin A1 [Source:HGNC Symbol;Acc:HGNC:3221]
