cluster	gene	avg_logFC	pct.1	pct.2	p_val	p_val_adj	description
1	MT-ND3	-0.442968939875297	0.999	0.999	0	0	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3 [Source:HGNC Symbol;Acc:HGNC:7458]
1	MALAT1	-0.714864478587077	1	1	0	0	metastasis associated lung adenocarcinoma transcript 1 [Source:HGNC Symbol;Acc:HGNC:29665]
1	NEAT1	-0.730230748716648	0.998	0.999	0	0	nuclear paraspeckle assembly transcript 1 [Source:HGNC Symbol;Acc:HGNC:30815]
1	MT-ND2	-0.426809307840107	0.995	0.997	1.30276700033254e-292	3.07596316448517e-288	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2 [Source:HGNC Symbol;Acc:HGNC:7456]
1	MT-ND4	-0.414403007629657	1	0.999	2.03306395001641e-284	4.80026729238375e-280	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4 [Source:HGNC Symbol;Acc:HGNC:7459]
1	CLU	-0.466817387903379	0.982	0.987	1.32881734991222e-223	3.13747064487774e-219	clusterin [Source:HGNC Symbol;Acc:HGNC:2095]
1	GPRC5A	-0.40931389749094	0.66	0.741	2.35605425609969e-214	5.56287970407697e-210	G protein-coupled receptor class C group 5 member A [Source:HGNC Symbol;Acc:HGNC:9836]
1	SLPI	-0.491563555792363	0.997	0.996	3.15230908422999e-203	7.44291697877542e-199	secretory leukocyte peptidase inhibitor [Source:HGNC Symbol;Acc:HGNC:11092]
1	SNHG8	0.432181768230009	1	0.997	8.93570510650237e-156	2.10980933269628e-151	small nucleolar RNA host gene 8 [Source:HGNC Symbol;Acc:HGNC:33098]
1	NMU	-0.5103632100457	0.871	0.912	1.04186662252751e-143	2.45995128244971e-139	neuromedin U [Source:HGNC Symbol;Acc:HGNC:7859]
1	SNHG17	0.421779824940029	0.807	0.79	2.05536756596522e-91	4.85292836000049e-87	small nucleolar RNA host gene 17 [Source:HGNC Symbol;Acc:HGNC:48600]
1	MKI67	-0.458104050500934	0.648	0.674	1.82376248429527e-58	4.30608560166955e-54	marker of proliferation Ki-67 [Source:HGNC Symbol;Acc:HGNC:7107]
1	SNHG12	0.410319852987984	0.606	0.628	7.08910638608977e-43	1.67380890881965e-38	small nucleolar RNA host gene 12 [Source:HGNC Symbol;Acc:HGNC:30062]
1	PLCG2	-0.954993413233177	0.453	0.543	4.75028463842547e-34	1.12158970597864e-29	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]
1	HIST1H4C	-0.541518717356713	0.889	0.833	9.24588552644575e-34	2.18304603164911e-29	histone cluster 1 H4 family member c [Source:HGNC Symbol;Acc:HGNC:4787]
1	CXCL1	-0.420553007167629	0.507	0.542	8.87017749463387e-12	2.094337608258e-07	C-X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:4602]
1	MT1X	-0.632599882647739	0.912	0.846	3.15703632196499e-09	7.45407845979155e-05	metallothionein 1X [Source:HGNC Symbol;Acc:HGNC:7405]
