p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	avg_log2FC
1.02443491902607e-126	-0.409230736042355	0.978	0.967	2.41879328731246e-122	cluster_2	RHOBTB3	-0.590395153467645
2.72758078812541e-67	-0.411060414467161	0.939	0.876	6.4400909988429e-63	cluster_2	MTRNR2L12	-0.593034821457535
5.68088599028547e-307	-0.411801659495439	0.969	0.973	1.3413139911663e-302	cluster_2	SLC38A2	-0.594104211983916
2.7454773405231e-142	-0.418284885507368	0.319	0.515	6.48234654870908e-138	cluster_2	ADAMTS1	-0.603457530000288
2.85331173763985e-155	-0.421851380499989	0.965	0.974	6.73695434374144e-151	cluster_2	SLC38A1	-0.608602894639498
3.40607982824594e-26	-0.422720100155176	0.884	0.859	8.0420950824715e-22	cluster_2	SPON1	-0.609856192177959
4.05269562603071e-203	-0.42442516883693	0.22	0.479	9.56881964262112e-199	cluster_2	AC020916.1	-0.612316086309499
9.54387248297733e-107	-0.430648404875042	0.999	0.997	2.25340373195578e-102	cluster_2	ID1	-0.621294318079965
1.8831607524674e-77	-0.431046499878257	0.819	0.814	4.44633085265077e-73	cluster_2	MT-ND4L	-0.621868647766907
8.76399562854587e-175	-0.432724505964468	0.349	0.626	2.06926700785596e-170	cluster_2	SLC30A1	-0.624289498826065
1.15564312863434e-133	-0.442385844510211	0.726	0.728	2.72858899101853e-129	cluster_2	GPRC5A	-0.638227864034358
1.09808359348087e-61	-0.454761738037168	0.946	0.859	2.59268517256769e-57	cluster_2	ID2	-0.656082504252268
6.73419034134932e-59	-0.456672633818142	0.792	0.809	1.59000968149599e-54	cluster_2	SLC5A3	-0.658839344119135
2.43974099003193e-20	-0.456821694463577	0.89	0.832	5.76047245156439e-16	cluster_2	CENPF	-0.659054393173095
9.07433987363733e-267	-0.458898864642116	0.972	0.964	2.14254238756451e-262	cluster_2	SPEN	-0.662051116288756
0	-0.47362764924421	1	1	0	cluster_2	KTN1	-0.68330026079252
8.06460896857835e-73	-0.479414496759765	0.431	0.619	1.90413482357103e-68	cluster_2	GADD45B	-0.691648917005591
2.78840141486333e-99	-0.48742293650882	0.432	0.611	6.58369458063381e-95	cluster_2	AL627171.2	-0.703202653316811
6.55609925539333e-150	-0.487665205325773	0.99	0.986	1.54796059519092e-145	cluster_2	CLU	-0.70355217333759
1.46045957904358e-247	-0.489687259452245	0.947	0.965	3.44829111207979e-243	cluster_2	ITGB8	-0.706469380798262
8.55248333431548e-145	-0.501493806262103	0.999	0.995	2.01932684006523e-140	cluster_2	SLPI	-0.723502627330867
4.26063379057737e-39	-0.504555513558329	0.871	0.82	1.00597824429322e-34	cluster_2	MT-ND6	-0.727919737263785
5.20663413205669e-183	-0.507653422755752	0.942	0.93	1.2293383849199e-178	cluster_2	AHNAK	-0.732389075500032
1.65126685947341e-26	-0.511248666524974	0.984	0.921	3.89880618190267e-22	cluster_2	NFKBIA	-0.737575915856675
1.57858716008386e-33	-0.558569807846176	0.795	0.748	3.72720214367401e-29	cluster_2	KCNQ1OT1	-0.805845891769979
9.13640930475783e-69	-0.561538344701529	0.797	0.762	2.15719760094637e-64	cluster_2	IER3	-0.810128585169894
3.82513400627533e-25	-0.592272571955092	0.936	0.832	9.03152390221667e-21	cluster_2	HIST1H4C	-0.854468702414163
4.58301391858183e-114	-0.60493276300401	0.429	0.635	1.08209541631636e-109	cluster_2	HES1	-0.872733497257143
3.247904485311e-42	-0.620464999611003	0.609	0.39	7.66862728026781e-38	cluster_2	FLG	-0.895141777983967
6.93279010245713e-207	-0.728409861831657	0.958	0.96	1.63690107109115e-202	cluster_2	MT-ND5	-1.05087329539915
2.68664029772828e-43	-0.755571196744204	0.988	0.944	6.34342640696624e-39	cluster_2	MT2A	-1.0900588185814
1.54743907923013e-126	-0.819949598571571	0.359	0.557	3.65365840997025e-122	cluster_2	CXCL1	-1.1829372196381
7.39082933220616e-48	-0.86739554093038	0.94	0.847	1.7450487136272e-43	cluster_2	MT1X	-1.25138724538946
0	-0.878463153222522	0.998	0.999	0	cluster_2	MT-CYB	-1.26735443475781
0	-0.915171156375305	0.997	0.998	0	cluster_2	MT-ND1	-1.32031288886727
0	-0.956944445879998	0.999	0.999	0	cluster_2	MT-CO1	-1.38057900647731
0	-0.960193377548165	0.999	0.999	0	cluster_2	MT-ATP6	-1.38526622408316
0	-0.976070329369956	0.999	1	0	cluster_2	MT-CO3	-1.40817182374089
0	-0.978956180215374	0.998	0.999	0	cluster_2	MT-ND3	-1.41233522644432
0	-0.982495369833048	0.999	1	0	cluster_2	MT-CO2	-1.41744119775451
0	-1.0146667872918	0.997	0.997	0	cluster_2	MT-ND2	-1.46385474218062
0	-1.05020718899808	0.999	0.999	0	cluster_2	MT-ND4	-1.51512870347347
1.36419196839197e-162	-1.36841115287395	0.316	0.553	3.22099365657028e-158	cluster_2	PLCG2	-1.97419998414839
0	-1.38943173900711	1	1	0	cluster_2	MALAT1	-2.00452627951929
0	-1.40103326170747	0.997	0.999	0	cluster_2	NEAT1	-2.02126373878585
