p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	avg_log2FC
0	1.46807654208893	1	1	0	cluster_13	MALAT1	2.11798674691711
0	1.29046844044253	1	0.999	0	cluster_13	NEAT1	1.86175241945016
0	1.03286909859976	1	0.999	0	cluster_13	MT-CO3	1.49011512643733
0	1.02681414357413	1	0.999	0	cluster_13	MT-ATP6	1.48137967284904
0	1.01076807403599	1	1	0	cluster_13	MT-CO2	1.45823008790061
0	0.998915230129179	1	0.999	0	cluster_13	MT-CO1	1.44113004877582
0	0.990356263694848	1	0.999	0	cluster_13	MT-ND4	1.42878207034588
0	0.958785344091929	1	0.999	0	cluster_13	MT-CYB	1.38323486119844
0	0.948063349644199	1	0.998	0	cluster_13	MT-ND1	1.36776629298027
0	0.919972817345485	1	0.999	0	cluster_13	MT-ND3	1.32724022133698
0	0.877082305508018	0.993	0.818	0	cluster_13	MT-ND6	1.26536229260788
0	0.858604923315692	1	0.997	0	cluster_13	MT-ND2	1.2387050649504
4.86215915075773e-287	0.839847848072334	0.945	0.71	1.14800439708541e-282	cluster_13	XIST	1.21164432551522
5.39176741751036e-210	0.804249474946102	0.956	0.745	1.27305020494837e-205	cluster_13	KCNQ1OT1	1.16028672914229
0	0.789406559677218	0.999	0.958	0	cluster_13	MT-ND5	1.13887292889154
1.18352166089844e-101	0.777994191160102	0.889	0.712	2.79441299354732e-97	cluster_13	CP	1.1224083614271
7.18468529998436e-200	0.697587149183269	0.986	0.8	1.69637604617931e-195	cluster_13	SLC5A3	1.00640552071457
1.41660247886311e-245	0.689725829107459	0.951	0.726	3.34474011284368e-241	cluster_13	POLR2J3	0.99506403322636
2.56115952352248e-73	0.688777783924213	0.665	0.571	6.04715375098893e-69	cluster_13	CDH6	0.993696293141952
2.20943454758657e-107	0.685525179469683	0.973	0.831	5.21669591030664e-103	cluster_13	SCD	0.989003776825428
1.00536604445117e-266	0.682019279351154	0.995	0.878	2.37376976755367e-262	cluster_13	MTRNR2L12	0.983945832110574
3.21052291836697e-237	0.676716463856547	0.977	0.808	7.58036566255625e-233	cluster_13	MT-ND4L	0.976295486493756
1.55241298147228e-152	0.65005676454347	0.881	0.67	3.6654022905542e-148	cluster_13	MUC16	0.937833670503188
2.4713798869624e-105	0.632583227476291	0.984	0.857	5.83517505110693e-101	cluster_13	SPON1	0.912624685229579
4.45357513105588e-162	0.59873402780457	0.97	0.878	1.0515336241936e-157	cluster_13	GABPB1-AS1	0.863790612725127
2.39940623915331e-195	0.565760005624948	1	0.928	5.66523807126487e-191	cluster_13	AHNAK	0.816219154448424
2.63119881717967e-76	0.55385904578392	0.759	0.592	6.21252352724292e-72	cluster_13	MTRNR2L1	0.799049698703955
1.34751727105622e-117	0.536818034205113	0.989	0.898	3.18162302869084e-113	cluster_13	DHCR24	0.774464715807478
2.4181300739014e-67	0.529321280227684	0.637	0.522	5.70944691748861e-63	cluster_13	TENM3	0.763649186021477
9.86640227007806e-102	0.521244475589365	0.648	0.472	2.32955623998813e-97	cluster_13	FTX	0.751996820023546
6.11671871424844e-184	0.520602880068423	0.992	0.899	1.4442184556212e-179	cluster_13	MARCH6	0.751071193347225
