p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	avg_log2FC
1.50917070236704e-128	0.623555539624781	0.9	0.805	3.56330294535883e-124	cluster_10	GPX3	0.899600484735512
2.83214655369724e-270	0.604102103433387	1	0.997	6.68698122793455e-266	cluster_10	FTL	0.871535108813939
2.20207890461128e-222	0.599710008513329	0.951	0.837	5.1993285016777e-218	cluster_10	HIST1H4C	0.865198655253657
0	0.570956393496092	1	1	0	cluster_10	FTH1	0.823715957460659
5.34190464228133e-177	0.557389211710779	0.973	0.898	1.26127710508905e-172	cluster_10	DHCR24	0.804142651580149
6.86958112329989e-156	0.49150963423758	0.899	0.753	1.62197679902234e-151	cluster_10	NME4	0.709098511863705
8.50336783053294e-231	0.484602209157303	0.979	0.903	2.00773017846713e-226	cluster_10	MYBL2	0.699133203955077
4.77470790279421e-189	0.48447257006075	0.957	0.839	1.12735628292874e-184	cluster_10	CCDC85B	0.698946174273374
6.16632230225638e-243	0.481515739738587	0.961	0.826	1.45593035878575e-238	cluster_10	SYNGR2	0.69468036983084
0	0.47386147304753	1	1	0	cluster_10	RPS12	0.68363759723401
1.12201250745327e-278	0.46916510105541	0.999	0.967	2.64918373134792e-274	cluster_10	GUK1	0.67686216465081
3.41056883586411e-109	0.464560045655397	0.94	0.852	8.05269407835874e-105	cluster_10	FASN	0.670218474062192
2.79700521676245e-69	0.460213944627771	0.807	0.704	6.60400901729781e-65	cluster_10	METRN	0.663948375662434
5.83745529519624e-54	0.459322843747322	0.648	0.516	1.37828156974878e-49	cluster_10	RAB11FIP4	0.662662788841277
2.15041089206975e-202	0.457103923873724	0.931	0.802	5.07733515726588e-198	cluster_10	CDR2L	0.659461564143508
7.96317731724903e-164	0.450391012700736	0.951	0.86	1.88018579637567e-159	cluster_10	ADGRG1	0.649776880484309
0	0.449317802916898	1	1	0	cluster_10	RPL12	0.648228566051333
2.44773313224297e-46	0.445044916667474	0.88	0.834	5.77934269853888e-42	cluster_10	SCD	0.642064094249007
6.25655847832135e-100	0.441555535893553	0.789	0.609	1.47723602231645e-95	cluster_10	CTXN1	0.637029981910698
5.75696187353818e-272	0.437658524727232	1	1	1.3592762679611e-267	cluster_10	SNHG29	0.631407783226757
0	0.42509112922877	1	1	0	cluster_10	RPL41	0.613276864064236
3.85066351988224e-204	0.424936594898047	0.981	0.902	9.09180163679395e-200	cluster_10	BRI3	0.613053918151655
7.47905130967861e-236	0.424226755110901	0.997	0.978	1.76587880472822e-231	cluster_10	DANCR	0.612029835810914
1.2748569316204e-125	0.414463596749899	0.913	0.808	3.01006470124892e-121	cluster_10	VEGFB	0.597944575660083
2.43650085461098e-68	-0.406357703870608	0.615	0.713	5.75282216782198e-64	cluster_10	NDUFS2	-0.586250244201153
1.31348245467627e-125	-0.406614393089239	0.979	0.991	3.10126342373615e-121	cluster_10	LUC7L3	-0.586620568463921
3.70137832821432e-37	-0.408342262947623	0.984	0.997	8.73932437074683e-33	cluster_10	MT-ND2	-0.589113357739913
0	-0.409544324908851	1	1	0	cluster_10	ENO1	-0.590847566570218
2.65986280441636e-94	-0.411910490507192	0.972	0.979	6.28020206750746e-90	cluster_10	EZR	-0.594261221944866
4.25286403152074e-112	-0.41298740301143	0.823	0.945	1.00414372648236e-107	cluster_10	WDR43	-0.595814878274202
2.9327198836224e-173	-0.413046540661566	0.843	0.976	6.92444491722084e-169	cluster_10	PSME2	-0.595900195868783
2.24689855524546e-149	-0.413712499031145	0.709	0.899	5.30515217879006e-145	cluster_10	SUPT16H	-0.596860970706013
2.94552210045221e-119	-0.416355666792608	0.552	0.771	6.95467223137772e-115	cluster_10	POLG2	-0.600674255727713
7.86777336189374e-150	-0.416989989752798	0.608	0.84	1.85765996847673e-145	cluster_10	COPB1	-0.601589390316701
4.19592756582386e-158	-0.418523722158879	0.813	0.932	9.90700457566671e-154	cluster_10	AHSA1	-0.603802098453005
4.1261622697944e-214	-0.423708864547213	0.891	0.991	9.74228173521156e-210	cluster_10	PSMA4	-0.611282677662958
9.01048642821161e-175	-0.424172898621558	0.859	0.992	2.12746595056504e-170	cluster_10	PSMD6	-0.611952137320819
6.85564321860686e-111	-0.425844643403887	0.86	0.932	1.61868592034527e-106	cluster_10	TALDO1	-0.614363955227917
1.75386003830351e-107	-0.426368457249806	0.981	0.994	4.14103893643842e-103	cluster_10	TUBB4B	-0.615119658865773
