p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	avg_log2FC
5.38418820457215e-286	1.42978759048483	0.99	0.869	1.27126067698153e-281	cluster_19	UBE2C	2.06274746631704
8.82986269068441e-145	1.41492802109545	0.872	0.604	2.0848188798975e-140	cluster_19	HMMR	2.04130963924925
1.66350136638696e-284	1.34382689553496	0.993	0.926	3.92769307617626e-280	cluster_19	KPNA2	1.93873239800149
1.39744660867757e-270	1.29610770575088	0.969	0.702	3.29951118774861e-266	cluster_19	CDK1	1.86988815954477
1.56544306458612e-260	1.28043875218917	0.935	0.557	3.69616761979429e-256	cluster_19	AURKA	1.84728263794537
1.45557293965813e-270	1.22928635503385	0.803	0.309	3.43675326782681e-266	cluster_19	FAM83D	1.7734853282398
1.29498905516437e-260	1.14920413918811	0.972	0.78	3.05759865814859e-256	cluster_19	CCNB1	1.65795111257576
5.74402681859734e-267	1.13390618241631	1	0.965	1.35622217213902e-262	cluster_19	PTTG1	1.63588082620535
4.30987902933517e-247	1.11638699128977	0.979	0.782	1.01760553761633e-242	cluster_19	CDKN3	1.61060597604671
3.67420972725873e-239	1.09923691790006	0.938	0.585	8.67517658703059e-235	cluster_19	NUSAP1	1.58586365021649
1.17654024703223e-285	1.09474929225293	0.828	0.32	2.77792917726779e-281	cluster_19	PLK1	1.57938937495001
4.57565659327474e-234	1.06612043597289	0.831	0.359	1.0803582782381e-229	cluster_19	DEPDC1	1.53808666596847
5.02530298612167e-216	1.03454406869023	0.981	0.818	1.18652428805319e-211	cluster_19	HMGB2	1.49253159748048
1.30267520665044e-226	1.03205601900184	0.997	0.918	3.07574643042235e-222	cluster_19	CKS2	1.48894210053356
4.50642785813503e-101	1.01786730035946	0.959	0.879	1.06401268158426e-96	cluster_19	ARL6IP1	1.46847210651164
1.27238613653143e-201	0.994356751840243	0.94	0.568	3.00423090696435e-197	cluster_19	TOP2A	1.43455355475438
7.73379257208521e-181	0.961641616615112	0.69	0.285	1.82602576419504e-176	cluster_19	HJURP	1.38735559140307
4.04427689609658e-213	0.884553987645152	0.997	0.989	9.54894217937363e-209	cluster_19	TUBA1C	1.27614165137422
9.37358036887533e-208	0.884545654171455	0.791	0.351	2.21319606089515e-203	cluster_19	CENPA	1.27612962871304
1.67717985726778e-167	0.777507910283864	0.928	0.666	3.95998936099495e-163	cluster_19	CDC20	1.12170680641847
1.19972812236094e-168	0.753497525481671	0.884	0.482	2.83267806970642e-164	cluster_19	CCNB2	1.08706714333451
1.50641549445371e-148	0.750621334578737	0.915	0.644	3.55679762395467e-144	cluster_19	DLGAP5	1.0829176769822
3.21699328600791e-141	0.743442800166283	0.966	0.795	7.59564284759328e-137	cluster_19	TPX2	1.0725612409845
1.85836997902343e-88	0.741954227835628	0.91	0.689	4.38779735747222e-84	cluster_19	ASPM	1.07041368506506
3.2376224512889e-190	0.727745814943344	0.697	0.264	7.64435036973823e-186	cluster_19	CDCA3	1.04991527824646
1.35584665321642e-159	0.71751862166819	0.985	0.96	3.2012895329093e-155	cluster_19	UBE2S	1.03516055722618
2.23828681374116e-147	0.700884726975449	0.988	0.894	5.28481899592425e-143	cluster_19	BIRC5	1.0111629198423
5.17764244279328e-130	0.687273796626468	0.791	0.468	1.22249315716792e-125	cluster_19	RACGAP1	0.991526498125935
5.26705426657132e-179	0.662521846503945	0.996	0.931	1.24360418288015e-174	cluster_19	BUB3	0.955816982431841
5.55920753560376e-123	0.644273765509757	0.85	0.538	1.3125844912314e-118	cluster_19	KIF23	0.929490566475785
