p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	avg_log2FC
2.07745560158196e-230	1.03393057656774	0.933	0.616	4.90508042089516e-226	cluster_16	SNHG12	1.49164651543775
0	1.02193797741297	1	0.996	0	cluster_16	GAS5	1.47434485210978
3.04179919108877e-213	0.956998604642243	0.967	0.783	7.1819920700797e-209	cluster_16	TXNIP	1.38065714105502
9.22319636941723e-268	0.935793987723038	0.993	0.969	2.1776888947831e-263	cluster_16	RPL22L1	1.35006534538174
4.34466428278935e-214	0.91922676494066	0.841	0.442	1.02581868380939e-209	cluster_16	ATF3	1.32616389523229
9.52024949964541e-288	0.91404351461851	1	0.997	2.24782610936128e-283	cluster_16	SNHG8	1.31868604569684
1.76446875295488e-176	0.905886042744146	0.815	0.446	4.16608717260178e-172	cluster_16	ANKRD1	1.30691730147751
6.03624907757339e-210	0.860112550768564	0.981	0.862	1.42521876970585e-205	cluster_16	SNHG1	1.24088011160016
4.97372754146375e-231	0.803753913509459	0.999	0.978	1.17434680981501e-226	cluster_16	SNHG7	1.15957178511519
6.50546515649667e-258	0.791556566209912	0.984	0.862	1.53600537810043e-253	cluster_16	EPB41L4A-AS1	1.14197473265414
1.89184328119302e-205	0.754933465214738	1	1	4.46683117122485e-201	cluster_16	ZFAS1	1.08913876646642
1.58829955552861e-185	0.745918571102769	0.983	0.787	3.75013408055861e-181	cluster_16	SNHG17	1.07613302343695
0	0.744619067601251	1	1	0	cluster_16	SNHG29	1.07425823617969
8.4836749194237e-94	0.721982792794961	0.802	0.624	2.00308048522513e-89	cluster_16	LRRC75A	1.04160099477245
1.08134958688458e-229	0.682767365702153	0.999	0.994	2.55317450959317e-225	cluster_16	EIF5	0.985025092579318
4.22825345047259e-167	0.669518718621028	0.823	0.436	9.98332922191084e-163	cluster_16	AC095055.1	0.965911335136891
3.52948724370012e-155	0.665316530164481	0.985	0.876	8.33347233110035e-151	cluster_16	SNHG15	0.959848858689748
8.31913793260235e-221	0.663744359758151	0.989	0.913	1.96423165726674e-216	cluster_16	RPF2	0.957580696241104
2.95080189056603e-155	0.647397724874586	0.98	0.882	6.96713834381545e-151	cluster_16	TAF1D	0.933997487159363
7.46068013679148e-195	0.64477451521061	0.998	0.985	1.76154118709784e-190	cluster_16	ATF4	0.930212995585933
2.15637313899716e-266	0.64407307878744	1	0.999	5.09141261848621e-262	cluster_16	SNHG5	0.929201036736727
1.8687957827149e-132	0.636385271145417	0.766	0.415	4.41241372256814e-128	cluster_16	IL6	0.918109874776271
1.39942237063458e-183	0.633411270891836	0.969	0.889	3.3041761593053e-179	cluster_16	PPP1R10	0.913819299358827
3.65484828877309e-198	0.616151006636524	0.979	0.892	8.62946229462214e-194	cluster_16	NOP16	0.888918001713256
7.23762475766941e-189	0.598067229547498	0.995	0.956	1.70887558153333e-184	cluster_16	CCNB1IP1	0.862828626186376
1.99700170115311e-204	0.597961566708635	0.995	0.962	4.71512071659262e-200	cluster_16	NIFK	0.862676186932742
2.28684385469806e-152	0.579195524419255	0.901	0.669	5.39946702532759e-148	cluster_16	EPC1	0.835602510784741
9.28417951742824e-154	0.573525558623411	0.923	0.648	2.19208762585998e-149	cluster_16	SNHG32	0.827422479249068
