p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	avg_log2FC
0	2.19231295562437	0.996	0.39	0	cluster_14	FLG	3.16283902915591
9.45287428541138e-131	0.676998829980928	0.896	0.712	2.23191814752848e-126	cluster_14	CP	0.976702854701115
9.40521356900415e-162	0.669329057205825	0.863	0.563	2.22066497577757e-157	cluster_14	CDH6	0.965637711553729
8.88137320405934e-118	0.576985640224514	0.856	0.615	2.09698102721045e-113	cluster_14	HMGCS1	0.832414321816049
8.82960787641218e-137	0.546339947671496	0.991	0.957	2.08475871569968e-132	cluster_14	ARHGAP29	0.788201933145203
1.66538784545779e-141	0.543224307122339	0.807	0.507	3.93214724191039e-137	cluster_14	IDH1	0.783707013975741
2.59012826907719e-113	0.521140762940105	0.934	0.832	6.11555185611815e-109	cluster_14	SCD	0.75184719429878
1.19623638002854e-128	0.515795422324641	0.98	0.961	2.82443371688538e-124	cluster_14	KRT19	0.744135497900988
2.29929727260884e-133	0.512799597927334	0.856	0.605	5.42887079035673e-129	cluster_14	ABLIM1	0.739813436899618
9.50528885134473e-99	0.505738698838781	0.616	0.346	2.244293750691e-94	cluster_14	TMEM100	0.729626712800346
7.26194338648967e-146	0.505416746695197	0.916	0.74	1.71461745298408e-141	cluster_14	EPRS	0.729162234039394
7.11459413208774e-112	0.482678484407635	0.904	0.744	1.67982682052724e-107	cluster_14	PHGDH	0.696357855798696
4.1536613461107e-116	0.470581931283743	0.948	0.86	9.80720980430198e-112	cluster_14	BMP7	0.678906218595007
8.29649847096993e-108	0.467219818666435	0.854	0.616	1.95888625398071e-103	cluster_14	SQLE	0.674055715395107
2.45684715819564e-135	0.463447785643028	0.987	0.97	5.80086182521572e-131	cluster_14	HSPA8	0.668613822058167
1.86592772232029e-130	0.461883813587719	0.982	0.949	4.40564194517043e-126	cluster_14	FDPS	0.666357487329884
4.90648708233273e-122	0.461051055231082	0.675	0.377	1.15847066500958e-117	cluster_14	TSHR	0.665156070978505
1.81518619606536e-79	0.455867827785403	1	0.999	4.28583612752993e-75	cluster_14	NEAT1	0.657678254446826
9.06817149662001e-111	0.453124172185422	0.955	0.9	2.14108597206695e-106	cluster_14	DHCR24	0.653719996118825
6.4101952187835e-117	0.442661488261765	0.916	0.77	1.51351119310697e-112	cluster_14	ASS1	0.638625533907777
1.23794352022862e-113	0.442370683694306	0.9	0.733	2.92290844561179e-109	cluster_14	JAK1	0.638205991600435
4.20524437714175e-122	0.442156490463252	0.877	0.61	9.92900249886939e-118	cluster_14	TRHDE	0.637896976088201
4.19424647898448e-110	0.436403265560208	0.848	0.597	9.90303536153025e-106	cluster_14	CYP51A1	0.629596827051461
1.56561436526177e-128	0.436141258939668	0.99	0.961	3.69657207781957e-124	cluster_14	RAI14	0.629218831399329
2.10188992200326e-113	0.434226722476478	0.948	0.877	4.96277229484189e-109	cluster_14	ARPC1B	0.626456739138284
2.31763477305407e-112	0.428549273302661	0.816	0.511	5.47216746265797e-108	cluster_14	RAB11FIP4	0.618265911370318
7.69164728807164e-115	0.425458510881631	0.802	0.516	1.8160748411866e-110	cluster_14	TENM3	0.613806883752932
2.75317386753879e-109	0.42399880988835	0.856	0.597	6.50051881864583e-105	cluster_14	PRXL2A	0.611700980368746
3.73410301509284e-112	0.420526426986517	0.996	0.994	8.81659062893571e-108	cluster_14	EIF4G2	0.606691390776202
1.02259843874676e-99	0.4203779150715	0.854	0.672	2.41445717372496e-95	cluster_14	FDFT1	0.606477133372896
1.31689067369535e-100	0.419519069186977	0.815	0.541	3.10931056966208e-96	cluster_14	SLC34A2	0.605238080674405
2.2390090968537e-97	0.418343153962	0.86	0.646	5.28652437858127e-93	cluster_14	SYNE2	0.603541593610825
2.1007556349504e-77	0.417314368947507	1	0.999	4.96009412968138e-73	cluster_14	MT-CO3	0.602057370572276
9.35001935560575e-95	0.416405432325209	0.836	0.62	2.20763307005207e-90	cluster_14	PPP1R14A	0.600746052214804
1.14281823667944e-125	0.415306013502224	0.986	0.945	2.69830813862383e-121	cluster_14	CD24	0.599159926131024
3.62242705635415e-109	0.414693241790681	0.951	0.869	8.55291252275777e-105	cluster_14	MYO10	0.598275883421584
1.0971974616681e-106	0.413767211086898	0.915	0.777	2.59059292674455e-102	cluster_14	HLTF	0.596939903517525
2.12541704016742e-104	0.410395020048844	0.719	0.455	5.01832217353929e-100	cluster_14	EGFR	0.592074860229993
3.12129032961932e-113	0.41019735067447	0.948	0.858	7.36967859726418e-109	cluster_14	GMPS	0.591789683603849
1.38571691911605e-125	0.408342500987673	0.978	0.909	3.27181621772491e-121	cluster_14	PRKDC	0.589113701159112
1.15393319273787e-107	0.407302630551375	0.856	0.631	2.72455166137339e-103	cluster_14	PARP14	0.587613485237498
3.88839573615411e-100	0.406349163626033	0.953	0.892	9.18089117263347e-96	cluster_14	CHCHD10	0.586237923232656
6.00171523270476e-86	0.405716441914377	0.792	0.569	1.41706498359392e-81	cluster_14	KCNK15	0.585325098756987
5.03261845106541e-43	-0.407209425768299	0.586	0.709	1.18825154248105e-38	cluster_14	SMAD7	-0.587479019159167
8.27790030786045e-74	-0.409625595342949	0.911	0.959	1.95449504168893e-69	cluster_14	CCNB1IP1	-0.590964815022463
1.45766141788536e-62	-0.412561702175857	0.878	0.926	3.44168437376913e-58	cluster_14	BRD2	-0.595200721789818
3.30806125124824e-51	-0.41512897670169	0.94	0.957	7.81066342032222e-47	cluster_14	SNHG9	-0.598904516016838
4.49371828064499e-77	-0.415841517113104	0.99	0.995	1.06101182324309e-72	cluster_14	EIF5	-0.599932494534818
1.01914868268661e-63	-0.416521063041068	0.668	0.806	2.40631195469134e-59	cluster_14	ZFP36	-0.600912872075148
1.15277646399623e-52	-0.421762622476925	0.271	0.481	2.7218205091415e-48	cluster_14	DLX2	-0.608474843879784
1.77125773262431e-44	-0.422096544012397	0.631	0.767	4.18211663249926e-40	cluster_14	CITED2	-0.608956590823055
4.63827709324401e-57	-0.426278398233425	0.187	0.406	1.09514360448584e-52	cluster_14	ZNF34	-0.614989731169454
7.02543138033788e-80	-0.42876511300829	0.696	0.846	1.65877460321158e-75	cluster_14	SIRT7	-0.618577302243256
9.49141930582173e-89	-0.436315642532835	0.959	0.98	2.24101901229757e-84	cluster_14	SNHG7	-0.629470413744402
8.58980220182967e-56	-0.441740865199088	0.155	0.365	2.028138197874e-51	cluster_14	TNFAIP3	-0.637297355580724
4.05345914636626e-57	-0.441782403735061	0.448	0.631	9.57062239048537e-53	cluster_14	SNHG12	-0.637357283020579
8.01975995417448e-68	-0.447099340629936	0.29	0.53	1.89354552278014e-63	cluster_14	CSRNP1	-0.645028001511534
3.99318916438831e-69	-0.449918734779118	0.884	0.933	9.42831893603723e-65	cluster_14	PRPF38B	-0.64909552746887
8.55821053350775e-42	-0.451534043722422	0.463	0.602	2.02067908906651e-37	cluster_14	SLC30A1	-0.651425925670879
5.77436978754367e-87	-0.452052840069236	0.724	0.871	1.36338645053694e-82	cluster_14	EPB41L4A-AS1	-0.652174390587658
4.5920818674127e-81	-0.455715028507331	0.486	0.694	1.08423644971481e-76	cluster_14	PDRG1	-0.657457811686099
2.31444059811061e-65	-0.455833549525404	0.167	0.406	5.46462569619897e-61	cluster_14	NR1D1	-0.657628801371114
2.51384419288763e-49	-0.468337412016469	0.788	0.866	5.93543752382698e-45	cluster_14	CCN1	-0.675668061778931
2.13255110835365e-82	-0.471354177615466	0.163	0.457	5.03516642193381e-78	cluster_14	AC095055.1	-0.680020334548129
2.18592992440823e-44	-0.471935929295718	0.085	0.259	5.16119914452027e-40	cluster_14	TNF	-0.680859624812257
6.59826198930904e-76	-0.476520910461574	0.98	0.985	1.55791563829576e-71	cluster_14	ATF4	-0.687474354402807
6.74495983604689e-76	-0.48860739049707	0.597	0.788	1.59255246688903e-71	cluster_14	ID3	-0.70491145921182
2.25603956708474e-70	-0.489219177868395	0.797	0.888	5.32673502184379e-66	cluster_14	TAF1D	-0.70579408181851
2.6983730850124e-85	-0.498486898505306	0.165	0.449	6.37112869102278e-81	cluster_14	KLK15	-0.719164576421725
8.08792032889027e-59	-0.504802787825171	0.465	0.635	1.90963886885428e-54	cluster_14	PPP1R15A	-0.728276478622298
7.19878582473553e-90	-0.508593527188261	0.992	0.996	1.69970532107831e-85	cluster_14	GAS5	-0.733745359502731
6.82277794756374e-64	-0.51228699545111	0.393	0.6	1.61092610119928e-59	cluster_14	GATA2	-0.739073907849223
9.0243718957146e-74	-0.530714979851557	0.809	0.891	2.13074444829717e-69	cluster_14	OSER1	-0.765659869557327
1.89505613028227e-42	-0.538759326197079	0.214	0.402	4.47441702920946e-38	cluster_14	ADM	-0.777265408137205
