p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	avg_log2FC
0	1.16270364763689	0.966	0.834	0	cluster_6	HIST1H4C	1.67742678646925
0	0.652394162933433	0.922	0.692	0	cluster_6	CDK1	0.94120582356897
1.35601455181011e-292	0.563446273890161	0.984	0.863	3.20168595827886e-288	cluster_6	UBE2C	0.8128811451487
7.88581648620805e-266	0.539612851093537	0.868	0.666	1.86192013055858e-261	cluster_6	HELLS	0.7784967842726
1.03316725647517e-297	0.539357582732271	0.998	0.987	2.43941120926353e-293	cluster_6	TUBB	0.778128509873706
2.3481711711829e-265	0.531624099383387	0.934	0.789	5.54426695227995e-261	cluster_6	TPX2	0.766971451797474
9.05998199306041e-187	0.528271234170094	0.841	0.657	2.13915234838149e-182	cluster_6	MKI67	0.762134289781487
5.4705380943205e-236	0.522307033336167	0.822	0.558	1.29164874945001e-231	cluster_6	TOP2A	0.753529766815515
4.42404876677762e-123	0.522280006705659	0.736	0.552	1.04456215432386e-118	cluster_6	AURKA	0.753490775629708
0	0.507164714713217	0.972	0.861	0	cluster_6	PCLAF	0.731684018830624
1.04827605203869e-267	0.500983443710806	0.613	0.287	2.47508458646854e-263	cluster_6	HIST2H2AC	0.722766329809054
6.26641195558885e-307	0.478497975121258	0.976	0.89	1.47956252683408e-302	cluster_6	BIRC5	0.69032665578285
2.30128593805133e-257	0.476969561920685	0.495	0.203	5.433566228333e-253	cluster_6	HIST1H1E	0.688121621637954
1.05221872599707e-214	0.46799432660979	0.721	0.435	2.48439363395169e-210	cluster_6	CLSPN	0.675173094164114
1.02234769351033e-189	0.464427807649163	0.899	0.751	2.41386513914725e-185	cluster_6	TYMS	0.670027694946381
1.46648964781579e-293	0.456414672314505	0.978	0.902	3.46252870745786e-289	cluster_6	MYBL2	0.658467184337097
1.54598319891527e-184	0.44684169705449	0.583	0.3	3.65022093095885e-180	cluster_6	FAM83D	0.644656300402922
0	0.445793555544621	0.743	0.355	0	cluster_6	BRCA1	0.643144151844484
1.53755994226367e-225	0.444171015843819	0.979	0.924	3.63033277967875e-221	cluster_6	KPNA2	0.640803321864491
0	0.440591817732697	0.715	0.341	0	cluster_6	PRIM1	0.635639630499216
3.54267879597559e-88	0.435694884443476	0.841	0.806	8.36461890517796e-84	cluster_6	NUDT16L1	0.628574849127293
1.35221051962888e-108	0.427867653930626	0.838	0.748	3.19270425789575e-104	cluster_6	RRM2	0.617282542482509
1.19956434910916e-183	0.42694763594072	0.935	0.812	2.83229138468164e-179	cluster_6	HMGB2	0.615955237090943
9.50979398324276e-262	0.423777547479491	1	0.991	2.24535745738345e-257	cluster_6	TUBA1B	0.611381766188749
4.92852142906675e-265	0.423581942363701	0.254	0.061	1.16367319461695e-260	cluster_6	DUSP2	0.611099567658226
6.74813973993024e-253	0.421197164377922	0.919	0.729	1.59330327399493e-248	cluster_6	UBE2T	0.607659060284522
2.55677636910733e-291	0.418633047487575	0.971	0.894	6.03680468509933e-287	cluster_6	TOPBP1	0.603959821562559
1.64584820261501e-231	0.415413083517217	0.997	0.988	3.88601219119431e-227	cluster_6	TUBA1C	0.599314395510681
1.86737120995265e-195	0.412684576449233	0.721	0.452	4.40905016381919e-191	cluster_6	PCNA	0.595377991894671
3.74349325371729e-215	0.411466753381775	0.879	0.718	8.83876192135189e-211	cluster_6	MCM3	0.593621044594569
9.03794229077369e-275	0.406081112678268	0.963	0.877	2.13394855427458e-270	cluster_6	YWHAH	0.58585120745961
0	0.405607211799694	1	0.999	0	cluster_6	RANBP1	0.585167513012218
6.40338998423193e-74	-0.413101540002573	0.196	0.369	1.511904409177e-69	cluster_6	TNFAIP3	-0.595979543145306
1.22157951488997e-59	-0.415489795223135	0.398	0.553	2.88427139260672e-55	cluster_6	UCA1	-0.599425067108388
3.8262826510875e-65	-0.417787090173104	0.361	0.505	9.03423596748271e-61	cluster_6	IER5	-0.602739363140168
2.47573953817962e-76	-0.42164116520837	0.837	0.908	5.84546862359589e-72	cluster_6	CCNL1	-0.608299618080759
1.81196153038513e-99	-0.425282245088832	0.318	0.527	4.27822236939233e-95	cluster_6	HIST3H2A	-0.613552585967783
5.08733750057474e-95	-0.428472763218261	0.772	0.893	1.2011712572607e-90	cluster_6	THUMPD3-AS1	-0.618155530650976
3.44943857473662e-136	-0.430818851126225	0.413	0.663	8.14446941881063e-132	cluster_6	CCN2	-0.621540220041285
1.01470604890349e-184	-0.433920165822728	0.959	0.991	2.39582245206602e-180	cluster_6	C19orf33	-0.626014471374166
7.07629169855194e-79	-0.440546319118839	0.568	0.676	1.6707832329451e-74	cluster_6	TRA2A	-0.635573989874636
1.05170400002833e-162	-0.442803498248035	0.52	0.773	2.48317831446689e-158	cluster_6	IVNS1ABP	-0.638830411010725
7.57111575951533e-21	-0.444232077382838	0.85	0.87	1.78761614197916e-16	cluster_6	ID2	-0.640891415044022
6.37723470382817e-144	-0.445673858534456	0.99	0.998	1.50572888592087e-139	cluster_6	EIF4A2	-0.642971465561509
5.04798194042545e-54	-0.446788999086327	0.856	0.909	1.19187901595385e-49	cluster_6	EID2	-0.644580273305587
8.54923468299938e-152	-0.454419000593232	0.778	0.922	2.01855980100298e-147	cluster_6	BHLHE41	-0.655588038641575
5.17971679090953e-132	-0.455347552166393	0.646	0.85	1.22298293150165e-127	cluster_6	EFNB2	-0.656927655391384
9.41505866626575e-72	-0.459500843866491	0.222	0.408	2.22298950169201e-67	cluster_6	ADM	-0.66291958873048
1.99316503385725e-75	-0.459714067184059	0.257	0.436	4.70606196144036e-71	cluster_6	IL6	-0.663227204953338
2.93622161202836e-77	-0.470094621175768	0.906	0.955	6.93271284816016e-73	cluster_6	TRA2B	-0.678203178718857
4.21208363829031e-106	-0.473183679782098	0.198	0.413	9.94515067836725e-102	cluster_6	ZNF34	-0.682659748251225
7.24612020018333e-64	-0.476020154118738	0.551	0.634	1.71088144046529e-59	cluster_6	PPP1R15A	-0.686751915710303
2.81572071565972e-149	-0.485167032368683	0.22	0.482	6.64819818174417e-145	cluster_6	HIST1H4H	-0.699948071601114
1.36181895626969e-59	-0.511859440313716	0.623	0.711	3.21539073764836e-55	cluster_6	EFNA1	-0.738457076172799
1.07665558090442e-132	-0.52697715095755	0.991	0.998	2.54209149207343e-128	cluster_6	SNHG8	-0.760267322348252
2.24642504185199e-40	-0.529461709451497	0.523	0.597	5.30403416631675e-36	cluster_6	AL627171.2	-0.763851782566268
1.8815088791404e-106	-0.54001663784855	0.797	0.889	4.4424306145384e-102	cluster_6	MTRNR2L12	-0.779079325421635
1.01125320339414e-103	-0.567992671826102	0.818	0.89	2.38766993853392e-99	cluster_6	TAF1D	-0.81944021090479
1.82359626389531e-55	-0.613990784906923	0.851	0.881	4.30569313868321e-51	cluster_6	SNHG15	-0.88580146053674
2.84100875751383e-78	-0.626618317033065	0.66	0.797	6.7079057773659e-74	cluster_6	TXNIP	-0.904019138513791
2.02126316096901e-47	-0.656824601209346	0.273	0.423	4.77240444936394e-43	cluster_6	FLG	-0.947597594898595
1.33058033294846e-249	-0.712907329052583	0.414	0.749	3.14163322412461e-245	cluster_6	CEBPD	-1.02850786823756
2.66064482650907e-117	-0.734728393008719	0.812	0.9	6.28204849987057e-113	cluster_6	JUNB	-1.059989008994
4.58363696118159e-60	-0.73614527528568	0.54	0.601	1.08224252290459e-55	cluster_6	KLF10	-1.06203313802849
2.20818495666857e-124	-0.79010739492936	0.322	0.572	5.21374550119015e-120	cluster_6	CRYAB	-1.13988402043429
4.59867252795668e-88	-0.822074961282148	0.495	0.622	1.08579257057585e-83	cluster_6	HES1	-1.18600346988074
8.20201543381811e-308	-0.847515549968069	0.838	0.96	1.93657786407879e-303	cluster_6	ELF3	-1.22270648101522
3.5548784385436e-72	-0.852083031256295	0.89	0.93	8.3934234812453e-68	cluster_6	NFKBIA	-1.22929596361909
1.54354120475587e-64	-0.990148010240401	0.542	0.604	3.64445513854908e-60	cluster_6	GADD45B	-1.4284816241199
3.26632597362616e-145	-1.02263549295942	0.31	0.553	7.71212225632873e-141	cluster_6	CXCL1	-1.47535115432959
7.23289918249177e-29	-1.30704376244619	0.463	0.533	1.70775982597813e-24	cluster_6	PLCG2	-1.88566555430597
