p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	avg_log2FC
0	1.70370713297349	1	0.921	0	cluster_17	SNHG19	2.457929831868
0	1.2699309455819	0.802	0.23	0	cluster_17	AC010997.5	1.83212307746243
0	1.14227369889243	0.778	0.257	0	cluster_17	AC103591.3	1.64795260073
0	1.12348514892708	0.999	0.925	0	cluster_17	SNHG3	1.6208464528695
6.47956434135036e-256	1.06234833110567	0.873	0.491	1.52988993663623e-251	cluster_17	HOXA-AS2	1.53264466898282
0	1.01380480876649	0.869	0.38	0	cluster_17	SNHG4	1.4626111700368
2.12758408249744e-61	0.931332317277289	0.726	0.592	5.02343877718471e-57	cluster_17	IGFL2-AS1	1.34362851555557
6.84752644455089e-280	0.877076059343986	0.99	0.855	1.61676946882291e-275	cluster_17	CSKMT	1.265353281298
0	0.874242525966199	0.615	0.083	0	cluster_17	AC245014.3	1.26126535674568
0	0.869765880362761	0.736	0.18	0	cluster_17	AC132192.2	1.25480692233378
4.04412458373004e-271	0.863522433446064	0.998	0.889	9.54858255464499e-267	cluster_17	SNHG25	1.24579953242901
7.67594227970226e-108	0.847947207871055	0.999	0.999	1.8123667316605e-103	cluster_17	NEAT1	1.22332923173121
6.51614234487184e-208	0.827881178022597	0.936	0.707	1.53852636904769e-203	cluster_17	AP002360.1	1.19438006997851
2.57967143160973e-226	0.799223988977315	0.768	0.342	6.09086221717374e-222	cluster_17	SNHG21	1.15303648545707
5.45594687107687e-247	0.794600140812905	0.849	0.421	1.28820361572996e-242	cluster_17	RPARP-AS1	1.14636568264045
1.2535068909927e-188	0.789654507217986	0.966	0.857	2.95965512032286e-184	cluster_17	HOTAIRM1	1.13923064157901
1.84052672854134e-228	0.768337441936165	0.973	0.839	4.34566765875897e-224	cluster_17	DPM3	1.10847661721062
1.89183645978723e-201	0.764043012321511	0.97	0.766	4.46681506520363e-197	cluster_17	MAT2A	1.10228106490211
7.28775363989295e-270	0.740360549939102	0.761	0.294	1.72071151191512e-265	cluster_17	MHENCR	1.06811449386697
7.27797826868463e-232	0.731741038433308	0.939	0.637	1.71840344901913e-227	cluster_17	SNHG10	1.05567916736267
0	0.725746464633961	0.635	0.111	0	cluster_17	LINC01311	1.04703082547011
9.72682309256948e-305	0.71499169075614	0.676	0.197	2.29660020038658e-300	cluster_17	LINC01089	1.0315149665307
0	0.692512877269056	0.612	0.098	0	cluster_17	AC233280.1	0.999084893787815
0	0.688893767116642	0.615	0.147	0	cluster_17	CAPN10-DT	0.993863621518497
2.16073445972045e-66	0.687676375417865	0.75	0.537	5.10171013284596e-62	cluster_17	UCA1	0.992107296551851
0	0.687316525291746	0.565	0.125	0	cluster_17	AL391121.1	0.991588142559436
4.65226470852574e-198	0.675923293684783	0.849	0.503	1.09844622033001e-193	cluster_17	MTHFD2L	0.97515118382037
2.01432605854022e-230	0.670717576352008	1	0.979	4.75602525681932e-226	cluster_17	DANCR	0.967640921240107
3.68466244964068e-250	0.66957211204685	0.761	0.303	8.69985650984661e-246	cluster_17	AC025159.1	0.96598836556754
7.96120226207831e-146	0.668202971570926	0.983	0.879	1.87971946609931e-141	cluster_17	GABPB1-AS1	0.964013113392643
0	0.666471979592005	0.521	0.051	0	cluster_17	AC073352.1	0.961515819848836
8.11450798560193e-170	0.659415067726569	0.88	0.523	1.91591648048047e-165	cluster_17	LENG8	0.951334848096581
0	0.644615699782156	0.68	0.196	0	cluster_17	KMT2E-AS1	0.929983873354885
3.37999492021679e-230	0.637514631418017	0.688	0.258	7.98050600612386e-226	cluster_17	AC139530.1	0.919739197240929
1.71902644563273e-35	0.59978591136383	0.802	0.717	4.05879334078345e-31	cluster_17	CP	0.865308159919665
9.43795739325887e-175	0.597779306951889	0.747	0.366	2.22839612012235e-170	cluster_17	ILF3-DT	0.862413241685532
4.74579763353985e-155	0.587720765159846	0.517	0.185	1.12053027925509e-150	cluster_17	AL162458.1	0.847901833323577
6.1034914130072e-171	0.583835570457989	0.91	0.65	1.44109535752513e-166	cluster_17	CSTF3	0.84229668219432
0	0.580063632795045	0.543	0.09	0	cluster_17	AC010331.1	0.836854926433448
0	0.576284959267669	0.556	0.119	0	cluster_17	DDN-AS1	0.831403452874365
3.14264202041166e-276	0.573914598294644	0.536	0.132	7.42009207439398e-272	cluster_17	AC015912.3	0.827983744853464
1.0912339631074e-179	0.565913792036176	0.627	0.245	2.57651251029287e-175	cluster_17	AC092944.1	0.816441021341259
6.26336145185381e-132	0.565599778308001	0.854	0.522	1.4788422723972e-127	cluster_17	TMEM223	0.81598799529285
4.7486481930403e-89	0.563857899782377	0.992	0.956	1.12120332485875e-84	cluster_17	SNHG9	0.813474995782102
7.53747348776341e-271	0.562103396493813	0.521	0.125	1.77967286519582e-266	cluster_17	AC087239.1	0.810943782588466
1.22988520941357e-122	0.555010335042388	0.535	0.229	2.90388196794637e-118	cluster_17	CERNA2	0.800710658007775
2.00173202099862e-280	0.554435001647397	0.546	0.134	4.72628947477984e-276	cluster_17	C10orf95	0.799880627371964
0	0.550134123244107	0.453	0.051	0	cluster_17	AC099791.2	0.793675771428071
2.78668316132859e-188	0.5424267872532	0.603	0.22	6.57963761221294e-184	cluster_17	MINCR	0.782556436015524
2.1346333196109e-244	0.539512041513413	0.597	0.176	5.04008273093329e-240	cluster_17	AL121832.2	0.778351346791282
2.37279149303595e-211	0.534564212729049	0.615	0.208	5.60239799420718e-207	cluster_17	AC092910.3	0.771213138740912
0	0.526529852991541	0.502	0.093	0	cluster_17	AJM1	0.759622007790891
8.80952392435196e-80	0.522286485957295	0.771	0.497	2.08001669377874e-75	cluster_17	MUC1	0.753500123213913
0	0.520123616039613	0.519	0.111	0	cluster_17	LINC01003	0.750379761509585
0	0.517960971551936	0.453	0.065	0	cluster_17	AC016773.1	0.747259725032008
5.44176565271304e-258	0.512545330313141	0.534	0.131	1.28485528826208e-253	cluster_17	AL451050.2	0.739446606273564
4.10401607407935e-161	0.512320833077904	0.568	0.214	9.68999235250876e-157	cluster_17	AP000873.2	0.739122725225594
2.96121218086536e-207	0.501706672585759	0.533	0.162	6.99171808024119e-203	cluster_17	YTHDF3-AS1	0.723809728520377
7.7217241686804e-270	0.500642733822966	0.45	0.094	1.82317629346713e-265	cluster_17	AC112907.3	0.722274789343486
1.60193029858649e-209	0.497457843722251	0.529	0.156	3.78231762799256e-205	cluster_17	Z95331.1	0.717679964189408
9.90485721116193e-139	0.496418680481908	0.99	0.882	2.33863583612744e-134	cluster_17	THUMPD3-AS1	0.716180768535891
6.33887517656265e-124	0.494252251033677	0.777	0.462	1.49667181793821e-119	cluster_17	GON7	0.713055271514492
6.13047947823084e-178	0.492465237049058	0.541	0.179	1.44746750960508e-173	cluster_17	SNHG26	0.710477155300884
0	0.490618570755407	0.49	0.099	0	cluster_17	ZKSCAN2-DT	0.707812978996856
4.87252156958375e-125	0.488691132053334	0.639	0.312	1.15045106779442e-120	cluster_17	GABPB1-IT1	0.705032272739759
1.23378139150439e-114	0.48737318667383	0.565	0.26	2.91308124348102e-110	cluster_17	LENG8-AS1	0.703130879476586
5.65137726677346e-54	0.4812227584819	0.668	0.474	1.33434668645788e-49	cluster_17	GVQW3	0.694257687224745
2.93034593738951e-190	0.47833332140045	0.566	0.187	6.91883979277037e-186	cluster_17	AC008443.1	0.690089110676376
1.17950161210926e-154	0.474423356697588	0.492	0.167	2.78492125635119e-150	cluster_17	AP003119.2	0.684448223989506
1.98691776868694e-291	0.471638857571959	0.473	0.097	4.69131154364674e-287	cluster_17	AC068205.2	0.680431040909601
8.06111922839104e-119	0.469568984546617	0.636	0.315	1.90331086101541e-114	cluster_17	EXOC3-AS1	0.67744484536067
1.56209459832386e-127	0.468160237211569	0.982	0.921	3.68826155610247e-123	cluster_17	NCBP2AS2	0.675412452566531
7.95107382661867e-105	0.463134444472212	0.695	0.39	1.87732804120293e-100	cluster_17	EID2B	0.668161766304926
1.15103809668288e-200	0.462374149200846	0.486	0.137	2.71771605007795e-196	cluster_17	AL121658.1	0.667064892087314
1.39242416058673e-168	0.461836293288559	0.512	0.17	3.28765268556133e-164	cluster_17	AC099778.1	0.666288930029945
2.91722591079357e-74	0.460813503538895	0.603	0.353	6.8878620979747e-70	cluster_17	LHX1-DT	0.664813356330233
9.60258381712528e-141	0.460237271997418	0.506	0.186	2.26726606506145e-136	cluster_17	AC091271.1	0.66398202994294
4.48359502522862e-204	0.450835951310502	0.521	0.152	1.05862162140673e-199	cluster_17	PAXIP1-AS1	0.650418791210119
1.5554606668035e-50	0.449589121689841	0.672	0.468	3.67259818038975e-46	cluster_17	TRHDE-AS1	0.648619996299558
5.20927662686423e-74	0.448214577518308	0.913	0.731	1.22996230436891e-69	cluster_17	POLR2J3	0.646636948239804
2.2752847100902e-299	0.447082430380566	0.418	0.075	5.37217472899398e-295	cluster_17	AC073195.1	0.645003605178628
1.22168257638406e-114	0.445912322266379	0.526	0.221	2.88451473110041e-110	cluster_17	SNHG18	0.643315496004986
1.3500865846707e-36	0.443826007992606	0.566	0.419	3.187689435066e-32	cluster_17	OLMALINC	0.640305580748477
5.99402821602836e-155	0.443314266545078	0.462	0.148	1.41525000208646e-150	cluster_17	AC083862.3	0.639567293899912
2.62954295805332e-269	0.439834339908194	0.44	0.089	6.20861387825969e-265	cluster_17	AC027601.6	0.634546820998222
1.92363666211089e-277	0.439604428241767	0.391	0.068	4.54189852291002e-273	cluster_17	AP001437.1	0.634215128577225
2.54743114885357e-97	0.437515877469196	0.691	0.399	6.01473968555817e-93	cluster_17	ZNF580	0.631201986734993
8.69785610906486e-96	0.43530362491209	0.599	0.311	2.0536508059113e-91	cluster_17	KCTD21-AS1	0.628010380941661
4.73105202324804e-194	0.434108151084141	0.477	0.134	1.11704869320909e-189	cluster_17	AC024560.4	0.626285676778567
1.19820735941759e-64	0.43303531331449	0.965	0.912	2.82908739632088e-60	cluster_17	CLDN3	0.624737899048613
3.70066318119271e-94	0.431107319495021	0.65	0.365	8.73763583711411e-90	cluster_17	TMEM44-AS1	0.6219563919264
5.68564378696545e-160	0.431069264263321	0.484	0.158	1.34243735454041e-155	cluster_17	AL391244.2	0.621901489832347
5.45781892320293e-73	0.428226180943544	0.911	0.725	1.28864562595744e-68	cluster_17	DFFA	0.617799787626071
4.28941627846248e-271	0.427337899569158	0.366	0.063	1.01277407750778e-266	cluster_17	AC253572.2	0.61651826849233
2.21640649556849e-79	0.425390217382273	0.818	0.614	5.23315737668676e-75	cluster_17	TMEM161B-AS1	0.613708357060084
1.58793047234982e-301	0.423580735407117	0.442	0.081	3.74926263826517e-297	cluster_17	AC092171.4	0.611097826387948
2.75587204089238e-135	0.422857229969561	0.52	0.196	6.506889475751e-131	cluster_17	LMTK3	0.61005402868113
8.11833700656754e-99	0.421467354645046	0.688	0.389	1.91682055062066e-94	cluster_17	RAB30-DT	0.608048862442998
1.07455330065685e-119	0.421454561909551	0.531	0.223	2.5371277981809e-115	cluster_17	AP002387.2	0.60803040642694
8.08691197667503e-92	0.420882700852102	0.728	0.443	1.90940078681274e-87	cluster_17	C19orf25	0.607205385315282
2.07837000993844e-74	0.415837548280359	0.948	0.847	4.90723943046566e-70	cluster_17	TNFAIP2	0.599926768719499
