p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	avg_log2FC
0	1.16559169846156	0.975	0.836	0	cluster_8	HIST1H4C	1.68159336307184
0	0.795881355444764	0.8	0.282	0	cluster_8	HIST2H2AC	1.14821408463615
6.30505938668757e-28	0.667249339257032	0.702	0.647	1.4886875717908e-23	cluster_8	SNAPC1	0.962637312782558
0	0.622573771459317	0.585	0.203	0	cluster_8	HIST1H1E	0.898184092671895
0	0.582595922401008	0.427	0.109	0	cluster_8	HIST1H1D	0.840508248090066
0	0.574302907716102	0.971	0.863	0	cluster_8	PCLAF	0.828543956930133
1.81807872478618e-194	0.515740727365542	0.919	0.752	4.29266567709266e-190	cluster_8	TYMS	0.744056589754734
9.31666242753539e-112	0.514024849279085	0.517	0.309	2.19975716576538e-107	cluster_8	ZNF569	0.741581100948633
4.81851206098084e-265	0.513607552740187	0.999	0.992	1.13769888271819e-260	cluster_8	TUBA1B	0.740979069301385
2.96743970264776e-116	0.506796575220434	0.818	0.661	7.00642188192162e-112	cluster_8	MKI67	0.731152905810031
4.43395112857592e-161	0.501559953838521	0.848	0.67	1.04690020096806e-156	cluster_8	HELLS	0.723598058111331
1.07760322746806e-144	0.483412552189367	0.88	0.747	2.54432898037484e-140	cluster_8	RRM2	0.697416891747077
3.4045231401636e-150	0.480560627928154	0.798	0.564	8.03841958624028e-146	cluster_8	TOP2A	0.693302434758434
2.59069416898461e-243	0.476442151660593	0.998	0.982	6.11688800238957e-239	cluster_8	H1FX	0.687360729471204
2.04780855492682e-162	0.476335835881887	0.915	0.803	4.83508077903772e-158	cluster_8	H1F0	0.687207348224497
4.0447081655712e-113	0.472294281165371	0.842	0.737	9.54996044973017e-109	cluster_8	UBE2T	0.681376617277499
3.48015936995268e-193	0.468528924289673	0.906	0.759	8.21700428839527e-189	cluster_8	ATAD2	0.675944355585752
2.85043234068222e-68	0.467358362531533	0.534	0.387	6.7301557995848e-64	cluster_8	ZNF570	0.674255591942229
9.8358391846878e-175	0.463956949866158	0.951	0.814	2.32233998989664e-170	cluster_8	HMGB2	0.669348390757875
2.02021311600612e-159	0.459344922733064	0.952	0.891	4.76992518820206e-155	cluster_8	DUT	0.662694642084515
2.33074302894799e-114	0.456320245286501	0.444	0.229	5.50311736564909e-110	cluster_8	PLAUR	0.65833095493207
8.6168010748292e-35	0.444388555331613	0.825	0.786	2.03451290177792e-30	cluster_8	TXNIP	0.641117165004728
2.93587843313776e-82	0.430456100182425	0.856	0.778	6.93190256848156e-78	cluster_8	TMPO	0.621016881053587
7.04128428540187e-136	0.425495653449705	0.997	0.988	1.66251763262624e-131	cluster_8	TUBB	0.613860469151699
5.86433584731007e-185	0.423019510771507	0.899	0.697	1.38462833690838e-180	cluster_8	CDK1	0.610288150389328
7.57456282133181e-186	0.411984506668327	0.924	0.801	1.78843002774465e-181	cluster_8	USP1	0.594368004693481
1.76555302007799e-141	0.408276120732875	0.8	0.573	4.16864723570615e-137	cluster_8	RRM1	0.589017934694703
2.06651306850747e-92	-0.417414136079085	0.644	0.866	4.87924400605299e-88	cluster_8	ANXA1	-0.602201304118246
3.53361170273521e-140	-0.419639267328378	0.482	0.755	8.3432105913281e-136	cluster_8	GPRC5C	-0.605411489936929
9.64850158920887e-168	-0.430862673467581	0.418	0.741	2.27810771022811e-163	cluster_8	RABEPK	-0.621603442315839
2.21695037688563e-45	-0.43690285717587	0.821	0.886	5.23444153486466e-41	cluster_8	MTRNR2L12	-0.630317585397847
6.77246134996146e-11	-0.437485533461282	0.902	0.929	1.5990458493394e-06	cluster_8	NFKBIA	-0.631158209585255
5.60449796309498e-73	-0.444376377596536	0.69	0.809	1.32327801406636e-68	cluster_8	GADD45A	-0.641099596246724
7.10031965981998e-74	-0.464687403304916	0.645	0.816	1.6764564748801e-69	cluster_8	SLC5A3	-0.670402212311571
4.87183941856105e-47	-0.493158208547353	0.788	0.873	1.15029000511645e-42	cluster_8	ID2	-0.711476901844952
1.6751183468268e-129	-0.51641826296391	0.731	0.9	3.95512192869275e-125	cluster_8	SNHG25	-0.745034067002525
3.6710143320394e-12	-0.575957164532721	0.341	0.417	8.66763193937822e-08	cluster_8	FLG	-0.830930545035825
1.1476588444337e-27	-0.673208027963782	0.584	0.615	2.7097372975924e-23	cluster_8	HES1	-0.971233883429988
2.20549217449777e-10	-0.679369021797597	0.642	0.597	5.20738757320668e-06	cluster_8	GADD45B	-0.980122318680979
8.13607453800033e-63	-0.767135797484661	0.377	0.545	1.92100855916726e-58	cluster_8	CXCL1	-1.10674301071952
1.68227860075098e-31	-1.04899707378873	0.928	0.95	3.97202800423314e-27	cluster_8	MT2A	-1.51338287626203
2.29737701743153e-50	-1.07907077176095	0.782	0.861	5.42433687585759e-46	cluster_8	MT1X	-1.55677005118775
1.60322562551271e-16	-1.20179686589749	0.477	0.53	3.78537602439806e-12	cluster_8	PLCG2	-1.7338263785862
