p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	avg_log2FC
8.74221903504832e-285	2.25311877424816	0.731	0.512	2.06412533636526e-280	cluster_3	PLCG2	3.25056328214164
1.86372885749616e-196	1.17905547790705	0.735	0.581	4.40045020543418e-192	cluster_3	AL627171.2	1.70101749090947
0	1.09997127676477	1	0.996	0	cluster_3	MT-ND2	1.58692310610883
0	1.09333093039895	0.992	0.875	0	cluster_3	MTRNR2L12	1.57734311133708
0	1.05197762997669	0.996	0.812	0	cluster_3	MT-ND6	1.51768290989349
0	1.03443663058852	1	0.957	0	cluster_3	MT-ND5	1.49237659706395
1.84096868292359e-97	0.92549590190788	0.94	0.927	4.34671115725089e-93	cluster_3	NFKBIA	1.33520834804556
0	0.912073323324965	1	0.999	0	cluster_3	MT-ATP6	1.31584366048804
1.46802153373452e-290	0.911168690179388	0.943	0.884	3.46614564330058e-286	cluster_3	HEXIM1	1.31453855073509
0	0.884388318083063	1	0.998	0	cluster_3	MT-ND1	1.27590264071857
0	0.875299804599066	0.964	0.737	0	cluster_3	KCNQ1OT1	1.26279068738615
0	0.867427432743336	1	0.998	0	cluster_3	MT-ND3	1.25143325554986
0	0.863299464049471	0.991	0.801	0	cluster_3	MT-ND4L	1.24547785558627
0	0.835682153179478	1	0.999	0	cluster_3	MT-ND4	1.20563449815144
9.31852495128953e-197	0.822588065116037	0.586	0.356	2.20019692624897e-192	cluster_3	AL118516.1	1.18674372223735
0	0.814036591384928	1	0.999	0	cluster_3	MT-CO3	1.17440655349319
1.14559426380161e-72	0.77947240382049	0.395	0.265	2.70486261626199e-68	cluster_3	AC108134.2	1.12454097150162
0	0.762196580145549	1	0.999	0	cluster_3	MT-CYB	1.09961722635851
0	0.751729216475273	1	0.999	0	cluster_3	MT-CO1	1.08451601270022
1.27794835729683e-218	0.748492805178362	0.664	0.435	3.01736386641355e-214	cluster_3	AC020916.1	1.07984685817189
2.57174548922289e-166	0.743830309856683	0.816	0.694	6.07214827460417e-162	cluster_3	INTS6	1.07312029929314
4.01642120515707e-43	0.738828417544008	0.962	0.948	9.48317210749637e-39	cluster_3	MT2A	1.06590409405858
8.07190145005238e-44	0.72605877744448	0.854	0.857	1.90585665137187e-39	cluster_3	MT1X	1.04748139761305
1.88582764364668e-106	0.725023069730426	0.7	0.607	4.45262764941418e-102	cluster_3	HES1	1.04598718723018
2.35134460472708e-233	0.7109096723707	0.26	0.077	5.55175974622111e-229	cluster_3	NPTX1	1.02562585884921
0	0.699224064811364	1	1	0	cluster_3	MT-CO2	1.00876709077358
7.92857610178736e-201	0.697929284692868	0.832	0.659	1.87201610339301e-196	cluster_3	SOX11	1.00689911791758
1.16407015963706e-131	0.683954221595656	0.929	0.9	2.74848605391906e-127	cluster_3	ANKRD12	0.986737363691124
3.18243647858069e-198	0.64845903005182	0.796	0.583	7.51405076957686e-194	cluster_3	MTRNR2L1	0.935528626875428
2.78195930536036e-51	0.618810695084331	0.306	0.216	6.56848411588635e-47	cluster_3	AL355075.4	0.892755121047216
2.73729131507831e-80	0.614293811977469	0.328	0.206	6.46301852403139e-76	cluster_3	SEMA4A	0.886238636188672
1.48642792477212e-205	0.611245878163618	0.985	0.949	3.50960497317945e-201	cluster_3	JUN	0.881841397190471
1.15648530638311e-137	0.6070078336568	0.826	0.676	2.73057745690115e-133	cluster_3	DNAJB14	0.875727191397418
3.61363281732452e-148	0.606678037304027	0.681	0.48	8.53214844498492e-144	cluster_3	ADAMTS1	0.875251395834769
1.04105226724727e-210	0.598781426623477	0.955	0.879	2.45802850819754e-206	cluster_3	THUMPD3-AS1	0.863858994766109
0	0.592523460678927	0.996	0.926	0	cluster_3	AHNAK	0.854830658331855
1.03166069657101e-120	0.574572197121237	0.671	0.481	2.43585407067381e-116	cluster_3	IER5	0.828932459419485
5.08971281188998e-74	0.571163444495878	0.562	0.493	1.20173209201534e-69	cluster_3	PLEC	0.824014668911261
1.17358559038898e-153	0.564820204122393	0.981	0.964	2.77095293746741e-149	cluster_3	SPEN	0.814863307481268
6.48282621451215e-103	0.559170762877965	0.489	0.34	1.53066009750846e-98	cluster_3	MTRNR2L8	0.806712886614138
7.75429294734119e-81	0.553139941589508	0.408	0.289	1.83086610779673e-76	cluster_3	TLCD2	0.798012250648794
2.25685584903387e-157	0.54813280641367	0.573	0.405	5.32866234515387e-153	cluster_3	MT-ATP8	0.790788481561552
3.16671064656359e-160	0.536061671616553	0.997	0.993	7.47692050760128e-156	cluster_3	EIF5B	0.773373515251849
