p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	avg_log2FC
0	0.929207242875863	0.841	0.524	0	cluster_7	UCA1	1.34056268125511
1.37718932751155e-50	0.896193653743243	0.513	0.407	3.25168172118753e-46	cluster_7	FLG	1.29293413993154
9.21945531399083e-88	0.792218811560367	0.392	0.209	2.17680559418637e-83	cluster_7	CA2	1.14293015073709
2.66185752753625e-277	0.785397747350606	0.825	0.582	6.28491180826584e-273	cluster_7	IGFL2-AS1	1.13308943522808
4.76057828452815e-271	0.734296244746608	0.989	0.967	1.12402013875994e-266	cluster_7	RHOBTB3	1.05936555083932
0	0.714732230502877	0.723	0.314	0	cluster_7	TNFSF9	1.03114064451001
3.83443663576929e-243	0.696590080751267	0.637	0.317	9.05348834071487e-239	cluster_7	CD70	1.0049670550323
0	0.652103335450586	0.434	0.094	0	cluster_7	CTH	0.940786248201712
1.50000500626614e-213	0.59449775148452	0.985	0.944	3.54166182029498e-209	cluster_7	CD24	0.857678957886357
1.63378824760868e-171	0.570629781878637	0.811	0.638	3.85753743142886e-167	cluster_7	OTULINL	0.82324475649986
2.80053142956837e-45	0.550007333284164	0.463	0.35	6.61233475835387e-41	cluster_7	TMEM100	0.793492852181627
5.25609252465479e-204	0.528877885316052	0.96	0.875	1.24101600599624e-199	cluster_7	PERP	0.76300950238131
1.53479067529357e-101	0.527798826754813	0.725	0.554	3.62379426343565e-97	cluster_7	KDM1A	0.761452749946181
1.44832362048438e-269	0.503349349288391	0.551	0.219	3.41963690032568e-265	cluster_7	DUSP10	0.726179610053048
1.68092889902879e-176	0.485361697133603	0.639	0.359	3.96884122349687e-172	cluster_7	ALCAM	0.7002289134921
6.71612394552273e-87	0.464652868403383	0.997	0.997	1.58574402477737e-82	cluster_7	S100A4	0.670352388980392
1.10871739211893e-264	0.463860897248244	0.587	0.245	2.61779263453202e-260	cluster_7	GPNMB	0.669209816122347
5.71829793139173e-201	0.460071912577747	0.396	0.147	1.3501473245809e-196	cluster_7	CYP1B1	0.663743466728217
1.58106013734249e-148	0.459910120035558	0.697	0.445	3.73304109027936e-144	cluster_7	PMEPA1	0.663510049429948
0	0.454858082771446	0.359	0.088	0	cluster_7	CYP1A1	0.656221500322627
3.53413346242812e-170	0.453479580390569	0.68	0.399	8.34444251813904e-166	cluster_7	ATP1B1	0.654232741773881
1.72549495599509e-69	0.451223603671741	0.7	0.564	4.0740661406e-65	cluster_7	FHL2	0.650978055349268
0	0.445866322269376	0.38	0.083	0	cluster_7	CDA	0.643249132037429
3.22868276848958e-159	0.438077301610353	0.898	0.809	7.62324288468075e-155	cluster_7	PHACTR2	0.632011950559275
7.12228381113201e-63	0.43423214576407	0.875	0.804	1.68164243064638e-58	cluster_7	SLC5A3	0.626464563288397
7.50365564901689e-232	0.418146536670398	0.656	0.328	1.77168813528938e-227	cluster_7	PLEKHA7	0.603257934819277
1.00514800609624e-103	0.409521952366064	0.518	0.312	2.37325495719383e-99	cluster_7	NIBAN1	0.590815289813686
2.22033151873609e-69	-0.409769850379893	0.796	0.894	5.24242474888779e-65	cluster_7	OSER1	-0.591172931048884
1.10683982737463e-72	-0.411530809965655	0.786	0.89	2.61335951641424e-68	cluster_7	THUMPD3-AS1	-0.593713458710469
1.04859812086357e-146	-0.419509715437574	0.516	0.779	2.47584502317098e-142	cluster_7	CIP2A	-0.605224586066528
1.43562086097872e-250	-0.421625702754162	0.963	0.993	3.38964441485687e-246	cluster_7	TIMMDC1	-0.608277310474754
3.09093529146418e-68	-0.421899790126048	0.676	0.789	7.29800731667608e-64	cluster_7	HLTF	-0.608672734966945
4.13831623503032e-130	-0.426889198039215	0.337	0.599	9.7709784625301e-126	cluster_7	DTX3L	-0.615870929020242
1.67231822215385e-122	-0.43061034567455	0.357	0.614	3.94851055432745e-118	cluster_7	GATA2-AS1	-0.621239410260155
4.59124089620668e-203	-0.434061149080417	0.914	0.981	1.08403788800336e-198	cluster_7	DHX36	-0.626217867220883
5.01214813123969e-234	-0.446360220391383	0.979	0.998	1.183418295267e-229	cluster_7	CDV3	-0.643961676408753
5.02649926688973e-239	-0.447211504288375	0.951	0.989	1.18680674190533e-234	cluster_7	MRPL3	-0.645189819465332
1.41812905054523e-243	-0.45227780280493	0.826	0.962	3.34834450124234e-239	cluster_7	ATG3	-0.652498943210829
3.60544502430019e-218	-0.458593822991506	0.818	0.959	8.51281624687518e-214	cluster_7	MRPS22	-0.661611034212157
7.40796110864624e-167	-0.458874254814305	0.199	0.516	1.74909369736246e-162	cluster_7	WDR5B	-0.662015611812216
4.48930083383903e-246	-0.460760520047631	0.898	0.982	1.05996881987773e-241	cluster_7	EIF2A	-0.664736917310137
7.69815837662788e-120	-0.465702373452634	0.607	0.833	1.81761217430561e-115	cluster_7	HMGB2	-0.671866504710335
2.80718095423182e-107	-0.471426939400287	0.768	0.94	6.62803495103676e-103	cluster_7	IGFBP2	-0.680125307614256
2.69379995742607e-35	-0.473118064202583	0.689	0.725	6.3603310794787e-31	cluster_7	MT1F	-0.682565084980052
3.25608984657493e-32	-0.488751656375796	0.504	0.597	7.68795373674807e-28	cluster_7	AL627171.2	-0.705119590879627
4.27550166184637e-238	-0.489965215650924	0.999	1	1.00948869737855e-233	cluster_7	WFDC2	-0.70687038682768
5.6893150039381e-264	-0.492953535143802	0.98	0.993	1.34330416557982e-259	cluster_7	U2SURP	-0.711181620540647
