p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	avg_log2FC
3.70215430418104e-237	0.704274667963202	0.883	0.707	8.74115652760184e-233	cluster_5	CP	1.01605357089423
0	0.641712504756875	0.991	0.907	0	cluster_5	CLDN3	0.925795448289179
3.5424889471637e-93	0.623261698259625	0.806	0.782	8.3641706531482e-89	cluster_5	CCNB1	0.899176561255194
1.70725540553438e-184	0.605904164329329	0.999	0.999	4.03100073800723e-180	cluster_5	NEAT1	0.874134933131894
4.99706117258039e-143	0.57888846039166	0.848	0.781	1.17985611345796e-138	cluster_5	CDKN3	0.835159511034896
2.71793304903122e-186	0.522927084895897	0.818	0.556	6.41731172206762e-182	cluster_5	CDH6	0.754424312125832
2.82815961934388e-151	0.5050243662511	0.909	0.831	6.67756767723282e-147	cluster_5	SCD	0.728596148718553
4.07086012996269e-133	0.490133671451735	0.656	0.477	9.61170785285492e-129	cluster_5	CCNB2	0.707113417176119
1.65248181607111e-213	0.486135412656825	0.791	0.497	3.9016748159255e-209	cluster_5	IDH1	0.701345149040511
6.18156811957188e-231	0.480354848261481	0.921	0.734	1.45953004871212e-226	cluster_5	EPRS	0.69300555745381
1.68709549013659e-91	0.47443561876557	0.956	0.967	3.98340116176151e-87	cluster_5	PTTG1	0.684465914414174
1.74649423231278e-107	0.467485132722537	0.484	0.287	4.12364753191371e-103	cluster_5	RBP1	0.674438482668124
1.13816120732003e-158	0.465778836263682	0.983	0.956	2.68731242660333e-154	cluster_5	ARHGAP29	0.671976817228646
6.52319348725573e-43	0.463269141746	0.627	0.56	1.54019121427595e-38	cluster_5	AURKA	0.66835609339384
3.86711075542149e-52	0.45794904350086	0.86	0.837	9.13063520462569e-48	cluster_5	CENPF	0.660680814038535
5.95779136276867e-188	0.457879827101082	0.851	0.608	1.40669411866331e-183	cluster_5	SQLE	0.660580955881828
9.15079065655299e-197	0.456451225748404	0.906	0.767	2.16059318191873e-192	cluster_5	TACSTD2	0.658519919794911
1.31067012585081e-223	0.452955771809432	0.989	0.96	3.09462323414636e-219	cluster_5	KRT19	0.653477045731501
7.31635344272985e-192	0.450295333744168	0.91	0.68	1.72746421136295e-187	cluster_5	PAX8	0.649638844928151
6.67944976487286e-199	0.448057845060454	0.94	0.826	1.57708488398413e-194	cluster_5	S100A14	0.646410831100112
4.21992547794715e-158	0.434518795413173	0.716	0.488	9.96366604598101e-154	cluster_5	MUC1	0.626878111315631
1.73896261231977e-139	0.434116301828787	0.687	0.458	4.10586462394821e-135	cluster_5	MAL	0.626297435817447
4.5477341221784e-156	0.428228341807766	0.775	0.503	1.07376550358754e-151	cluster_5	RAB11FIP4	0.617802905094167
