p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	avg_log2FC
0	2.09525963874849	0.982	0.541	0	cluster_15	CRYAB	3.02282069019725
2.83664455594837e-95	0.538880404895359	0.838	0.563	6.6976014610497e-91	cluster_15	FHL2	0.777440087774771
2.08054657950129e-141	0.44633957449365	1	0.997	4.91237852886051e-137	cluster_15	S100A11	0.643931890674478
5.10664994840659e-75	0.441355768542201	0.999	0.989	1.20573111931828e-70	cluster_15	KRT7	0.63674177854357
1.23884389095791e-94	0.432487803794675	0.974	0.923	2.92503431094071e-90	cluster_15	LGALS3	0.623948009779537
1.24021508599719e-53	0.427397747448725	0.798	0.622	2.92827183954797e-49	cluster_15	PPP1R14A	0.616604610731389
4.23244429046118e-54	0.412485824833421	0.285	0.13	9.99322421420789e-50	cluster_15	NUPR1	0.595091253924171
1.53612374201503e-86	0.411818482402298	0.989	0.95	3.6269417672717e-82	cluster_15	LGALS1	0.594128482308214
4.42545218522658e-51	0.406014785499293	0.863	0.746	1.04489351545385e-46	cluster_15	PHGDH	0.585755517567426
3.55025451528378e-35	-0.409004229716302	1	0.999	8.38250593603653e-31	cluster_15	MT-CYB	-0.59006837391432
1.03846148860528e-09	-0.421637689042587	0.856	0.824	2.45191142074592e-05	cluster_15	MT-ND6	-0.608294603033624
1.55786258302305e-32	-0.435992320247012	0.453	0.63	3.67826934477572e-28	cluster_15	SNHG12	-0.629003958286037
9.95075030554043e-34	-0.43714175302007	0.971	0.956	2.34947165464115e-29	cluster_15	SNHG9	-0.630662239247562
4.1343048676376e-16	-0.4436454745513	0.85	0.843	9.76150722297914e-12	cluster_15	HIST1H4C	-0.640045126047991
4.84636310726695e-60	-0.447574335883393	1	1	1.1442747932568e-55	cluster_15	MT-CO2	-0.645713274808142
1.66666630847184e-13	-0.449166361235334	0.755	0.753	3.93516582093285e-09	cluster_15	KCNQ1OT1	-0.648010081888357
3.82849100965939e-46	-0.459772899606665	1	0.999	9.03945012290679e-42	cluster_15	MT-CO1	-0.663312082197675
5.67644455776803e-30	-0.466974650898676	1	0.999	1.34026532453461e-25	cluster_15	MT-CO3	-0.673702013072375
2.79193115404711e-21	-0.467955244271162	0.722	0.767	6.59202864782064e-17	cluster_15	IER3	-0.675116710267988
1.58520771126756e-43	-0.484885567069007	0.998	0.999	3.74283392707383e-39	cluster_15	MT-ND3	-0.699542003009089
7.81357590366132e-33	-0.493796531609203	1	0.999	1.84486340661347e-28	cluster_15	MT-ATP6	-0.712397807360768
4.63457777584668e-46	-0.494304454560043	0.998	0.998	1.09427015865516e-41	cluster_15	MT-ND1	-0.713130585283097
2.99425464710618e-49	-0.520338495390316	1	0.999	7.06973464728239e-45	cluster_15	MT-ND4	-0.750689766883234
3.06630866351128e-51	-0.552808070905986	0.998	0.997	7.23986138541648e-47	cluster_15	MT-ND2	-0.79753346245946
7.92341580304294e-46	-0.567223597654581	0.983	0.979	1.87079770525647e-41	cluster_15	SNHG7	-0.818330671411461
2.27911053899903e-95	-0.624179096236521	0.997	0.999	5.38120789363062e-91	cluster_15	NEAT1	-0.900500086766984
7.80548606417822e-138	-0.889683604721708	1	1	1.84295331461312e-133	cluster_15	MALAT1	-1.28354212449223
5.12435680854209e-18	-1.05576584340854	0.395	0.532	1.20991188606487e-13	cluster_15	PLCG2	-1.52314814662546
